0.59427131580796,1.143394491099,-1.42933023534843,-0.784616277431152
0.610720452814168,16.5792305112622,-25.8500021200905,0.00964140394603493
-0.355412501694728,-0.0557981359058905,-0.983416232139514,-1.38455518904997
-13.5340485911835,29.3879273502123,-1.41077865560507,-0.664955319224902
1.26199270180104,-0.00220629230307053,2.3934751104728,-15.7888342454096
27.6327904885796,0.506923355570548,0.630213702963546,-0.224923539117502
-2.02364944439551,2.09964385399388,6.85044446250129,-11.4826292753659
-1.338400825991,1.95950245367533,-1.7424468672867,0.664088646002502
1.63590434452464,-10.7559560186645,20.0075070782517,-0.194575888477643
-4.04336257696019,7.08994560904333,-0.657041959694183,-0.994013665209158
2.22074351319686,1.66703604389329,1.55127812658514,-3.74356260425119
-2.30004367214083,0.224662422153533,-3.45682690815066,-0.464217500378835
-3.89106546820294,3.38300973089258,1.87561167595984,0.495520633844864
2.55686520242152,-1.16209921437127,4.7293341534375,-6.13772529380771
0.44911937309988,0.273991043717795,-2.58663847697078,4.9133234905045
0.186305441141278,-0.864949469091271,3.56116771029153,-8.89769587612292
3.09488571887445,-0.561966062416141,43.0377429340637,-66.3380853391867
65.3581721304261,0.59427131580796,1.143394491099,-1.42933023534843
